label	time	memory	pvalue	zscore	mean	sd
5000_2	2.83	83908.0	0.3134186712710364	0.48618311400153413	500.08499744890116	28.62090876947837
5000_3	2.78	84420.0	0.8709488273225955	-1.130887737032041	500.08499744892487	28.37151416384652
5000_4	2.51	83664.0	0.944922115385194	-1.5974933931700446	500.0849974489205	28.222337345292196
5000_5	2.79	83976.0	0.2522316409290625	0.6674835999198478	500.0849974489174	28.337778715992307
5000_6	2.44	83540.0	0.20001827545096162	0.8415559570205066	500.08499744891895	28.41760236093047
5000_7	2.95	83772.0	0.26440152640604037	0.6298342219759185	500.08499744892254	28.4439967311945
5000_8	3.6	83844.0	0.5011949032769254	-0.0029951828177417995	500.08499744892805	28.378050389638872
5000_9	3.12	83324.0	0.3387012066033661	0.4160103724606782	500.0849974489341	28.641118923524356
5000_10	3.18	83884.0	0.48717743387095164	0.03214694286829139	500.0849974489291	28.46312804361364
10000_1	4.34	87844.0	0.8511264881358344	-1.0412769662402623	1000.1699948978414	48.18122029433744
10000_2	3.61	87556.0	0.5994660554428102	-0.251965294959429	1000.1699948978347	48.30028238529566
10000_3	3.82	87688.0	0.18263578059856328	0.9053659256878033	1000.169994897843	48.41137031842619
10000_4	3.79	87824.0	0.639750598041962	-0.35779223244001945	1000.1699948978459	47.98873016541584
10000_5	3.54	87692.0	0.41918747979151216	0.20397253757682082	1000.1699948977966	48.19278722019675
10000_6	3.59	87616.0	0.5670072586628488	-0.168759923307568	1000.1699948978401	48.41193772617512
10000_7	3.77	87440.0	0.45199922231801876	0.12061189770930016	1000.1699948978292	48.33689887064399
10000_8	3.46	88092.0	0.6685632985654095	-0.4359494543310282	1000.169994897836	48.5606638281533
10000_9	3.35	88020.0	0.8726958089603225	-1.1392272513173618	1000.1699948978271	48.427558973883855
10000_10	3.71	87676.0	0.46847538034381925	0.0791029203542231	1000.1699948978381	48.41799879209342
20000_1	5.32	95004.0	0.7265435006642074	-0.602392353512202	2000.3399897956572	86.8868761206761
20000_2	5.95	95000.0	0.23150052800217436	0.7339141607107468	2000.339989795681	86.74040318648228
20000_3	5.09	94860.0	0.33666420491974713	0.42158437946426675	2000.3399897956665	86.95770524258921
20000_4	5.27	94796.0	0.3926675168433042	0.27237325669826173	2000.339989795651	86.86612808892544
20000_5	6.03	95112.0	0.5923462287308182	-0.23358452520536013	2000.3399897956592	87.07764256975902
20000_6	5.6	95012.0	0.38403356784939946	0.29490410539223727	2000.3399897956883	87.01136991695154
20000_7	5.39	94576.0	0.5382167516364845	-0.09594217692075875	2000.3399897956688	86.92725205262975
20000_8	6.49	94768.0	0.6954518428076483	-0.5113638339658013	2000.3399897956683	86.7092798718213
20000_9	5.42	94872.0	0.46489610627410277	0.08810627059754612	2000.3399897956444	86.94057928458989
20000_10	6.09	95128.0	0.7414833787001055	-0.6479253364746669	2000.3399897956826	86.95444771804418
