label	time	memory	pvalue	zscore	mean	sd
10000_3	290.38	105740.0	0.1848417255414994	0.9053659260344049	1000.16999489552	48.411370302458714
10000_4	292.63	105872.0	0.6403776997516154	-0.3577922325115601	1000.1699948955197	47.98873014931913
10000_5	285.39	106176.0	0.41942916385843176	0.2039725376935809	1000.1699948955201	48.19278720377111
10000_6	287.1	106152.0	0.5671760735899084	-0.16875992331541131	1000.1699948955198	48.411937710176424
10000_7	295.91	105924.0	0.4520985681797362	0.12061189779738588	1000.16999489552	48.336898854487856
10000_8	289.27	105620.0	0.6692813916428901	-0.4359494544263054	1000.1699948955196	48.56066381222704
10000_9	298.44	105956.0	0.8755461613262897	-1.1392272516480377	1000.1699948955202	48.42755895780208
10000_10	287.79	106196.0	0.46853898024408047	0.0791029204281543	1000.1699948955198	48.417998776148075
20000_1	1023.59	132816.0	0.7264560348505439	-0.6023923537074071	2000.3399897910404	86.88687608485623
20000_2	990.03	132424.0	0.23192132522071676	0.7339141610656124	2000.3399897910394	86.74040315086552
20000_3	1048.07	133116.0	0.335914034961553	0.4215843796907978	2000.33998979104	86.95770520683807
20000_4	1049.1	132828.0	0.39150873316113566	0.27237325686390207	2000.3399897910401	86.86612805302764
20000_5	1026.22	132568.0	0.5910761652433094	-0.23358452524814172	2000.339989791041	87.07764253403916
20000_6	1040.74	132976.0	0.3829229290121138	0.29490410556567603	2000.3399897910401	87.01136988154018
20000_7	1061.38	133084.0	0.5367659044937597	-0.09594217690692407	2000.3399897910397	86.92725201691584
20000_8	1049.86	133032.0	0.6950315248270351	-0.5113638341232973	2000.33998979104	86.70927983606461
20000_9	1076.56	133088.0	0.4634463983223948	0.08810627068701218	2000.33998979104	86.94057924856942
20000_10	1041.1	133232.0	0.7415689747876038	-0.6479253366861522	2000.3399897910394	86.95444768249585
